normalized	headword	source	sourceUrl
PITPITKERÊ	pitpitkerê	kuwiktionary	https://ku.wiktionary.org/wiki/pitpitkerê
PITPITKERÊN	pitpitkerên	kuwiktionary	https://ku.wiktionary.org/wiki/pitpitkerên
PITPITKIRÎ	pitpitkirî	kuwiktionary	https://ku.wiktionary.org/wiki/pitpitkirî
PIVAYÎ	pivayî	kuwiktionary	https://ku.wiktionary.org/wiki/pivayî
PIVKER	pivker	kuwiktionary	https://ku.wiktionary.org/wiki/pivker
PIVKERA	pivkera	kuwiktionary	https://ku.wiktionary.org/wiki/pivkera
PIVKERAN	pivkeran	kuwiktionary	https://ku.wiktionary.org/wiki/pivkeran
PIVKEREK	pivkerek	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerek
PIVKEREKE	pivkereke	kuwiktionary	https://ku.wiktionary.org/wiki/pivkereke
PIVKEREKÊ	pivkerekê	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerekê
PIVKEREKÎ	pivkerekî	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerekî
PIVKERIN	pivkerin	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerin
PIVKERINAN	pivkerinan	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerinan
PIVKERINE	pivkerine	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerine
PIVKERINO	pivkerino	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerino
PIVKERO	pivkero	kuwiktionary	https://ku.wiktionary.org/wiki/pivkero
PIVKERÊ	pivkerê	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerê
PIVKERÊN	pivkerên	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerên
PIVKERÎ	pivkerî	kuwiktionary	https://ku.wiktionary.org/wiki/pivkerî
PIX	pix	kuwiktionary	https://ku.wiktionary.org/wiki/pix
PIXKÎN PÊ KETIN	pixkîn pê ketin	kuwiktionary	https://ku.wiktionary.org/wiki/pixkîn_pê_ketin
PIYANOVAN	piyanovan	kuwiktionary	https://ku.wiktionary.org/wiki/piyanovan
PIYANOVANÎ	piyanovanî	kuwiktionary	https://ku.wiktionary.org/wiki/piyanovanî
PIYANÎST	piyanîst	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîst
PIYANÎSTA	piyanîsta	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîsta
PIYANÎSTAN	piyanîstan	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstan
PIYANÎSTEKE	piyanîsteke	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîsteke
PIYANÎSTEKÊ	piyanîstekê	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstekê
PIYANÎSTEKÎ	piyanîstekî	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstekî
PIYANÎSTINAN	piyanîstinan	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstinan
PIYANÎSTINE	piyanîstine	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstine
PIYANÎSTINO	piyanîstino	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstino
PIYANÎSTO	piyanîsto	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîsto
PIYANÎSTÊ	piyanîstê	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstê
PIYANÎSTÊN	piyanîstên	kuwiktionary	https://ku.wiktionary.org/wiki/piyanîstên
PIYASEKER	piyaseker	kuwiktionary	https://ku.wiktionary.org/wiki/piyaseker
PIYASEKERA	piyasekera	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekera
PIYASEKERAN	piyasekeran	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekeran
PIYASEKEREK	piyasekerek	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerek
PIYASEKEREKE	piyasekereke	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekereke
PIYASEKEREKÊ	piyasekerekê	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerekê
PIYASEKEREKÎ	piyasekerekî	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerekî
PIYASEKERIN	piyasekerin	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerin
PIYASEKERINAN	piyasekerinan	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerinan
PIYASEKERINE	piyasekerine	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerine
PIYASEKERINO	piyasekerino	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerino
PIYASEKERO	piyasekero	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekero
PIYASEKERÊ	piyasekerê	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerê
PIYASEKERÊN	piyasekerên	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerên
PIYASEKERÎ	piyasekerî	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekerî
PIYASEKIRINÊ	piyasekirinê	kuwiktionary	https://ku.wiktionary.org/wiki/piyasekirinê
PIYASEYÎ	piyaseyî	kuwiktionary	https://ku.wiktionary.org/wiki/piyaseyî
PIYEMONTÎ	piyemontî	kuwiktionary	https://ku.wiktionary.org/wiki/piyemontî
PIYESVANÎ	piyesvanî	kuwiktionary	https://ku.wiktionary.org/wiki/piyesvanî
PIYESXANE	piyesxane	kuwiktionary	https://ku.wiktionary.org/wiki/piyesxane
PIYONER	piyoner	kuwiktionary	https://ku.wiktionary.org/wiki/piyoner
PIYONERA	piyonera	kuwiktionary	https://ku.wiktionary.org/wiki/piyonera
PIYONERAN	piyoneran	kuwiktionary	https://ku.wiktionary.org/wiki/piyoneran
PIYONEREK	piyonerek	kuwiktionary	https://ku.wiktionary.org/wiki/piyonerek
PIYONEREKE	piyonereke	kuwiktionary	https://ku.wiktionary.org/wiki/piyonereke
PIYONEREKÊ	piyonerekê	kuwiktionary	https://ku.wiktionary.org/wiki/piyonerekê
PIYONERIN	piyonerin	kuwiktionary	https://ku.wiktionary.org/wiki/piyonerin
PIYONERINAN	piyonerinan	kuwiktionary	https://ku.wiktionary.org/wiki/piyonerinan
PIYONERÊ	piyonerê	kuwiktionary	https://ku.wiktionary.org/wiki/piyonerê
PIYONERÊN	piyonerên	kuwiktionary	https://ku.wiktionary.org/wiki/piyonerên
PIYONGYANG	Piyongyang	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyang
PIYONGYANGA	Piyongyanga	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyanga
PIYONGYANGAN	Piyongyangan	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangan
PIYONGYANGEKE	Piyongyangeke	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangeke
PIYONGYANGEKÊ	Piyongyangekê	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangekê
PIYONGYANGIN	Piyongyangin	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangin
PIYONGYANGINAN	Piyongyanginan	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyanginan
PIYONGYANGINE	Piyongyangine	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangine
PIYONGYANGINO	Piyongyangino	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangino
PIYONGYANGÊ	Piyongyangê	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangê
PIYONGYANGÊN	Piyongyangên	kuwiktionary	https://ku.wiktionary.org/wiki/Piyongyangên
PIZBEND	pizbend	kuwiktionary	https://ku.wiktionary.org/wiki/pizbend
PIZBENDA	pizbenda	kuwiktionary	https://ku.wiktionary.org/wiki/pizbenda
PIZBENDAN	pizbendan	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendan
PIZBENDEK	pizbendek	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendek
PIZBENDEKE	pizbendeke	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendeke
PIZBENDEKÊ	pizbendekê	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendekê
PIZBENDIN	pizbendin	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendin
PIZBENDINAN	pizbendinan	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendinan
PIZBENDINE	pizbendine	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendine
PIZBENDÊ	pizbendê	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendê
PIZBENDÊN	pizbendên	kuwiktionary	https://ku.wiktionary.org/wiki/pizbendên
PIZDAR	pizdar	kuwiktionary	https://ku.wiktionary.org/wiki/pizdar
PIZDARÎ	pizdarî	kuwiktionary	https://ku.wiktionary.org/wiki/pizdarî
PIZIKDAR	pizikdar	kuwiktionary	https://ku.wiktionary.org/wiki/pizikdar
PIZIKDARÎ	pizikdarî	kuwiktionary	https://ku.wiktionary.org/wiki/pizikdarî
PIZIRUK	piziruk	kuwiktionary	https://ku.wiktionary.org/wiki/piziruk
PIZIRÛK	pizirûk	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûk
PIZIRÛKA	pizirûka	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûka
PIZIRÛKAN	pizirûkan	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkan
PIZIRÛKEK	pizirûkek	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkek
PIZIRÛKEKE	pizirûkeke	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkeke
PIZIRÛKEKÊ	pizirûkekê	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkekê
PIZIRÛKIN	pizirûkin	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkin
PIZIRÛKINAN	pizirûkinan	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkinan
PIZIRÛKÊ	pizirûkê	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkê
PIZIRÛKÊN	pizirûkên	kuwiktionary	https://ku.wiktionary.org/wiki/pizirûkên
PIZKIRÎ	pizkirî	kuwiktionary	https://ku.wiktionary.org/wiki/pizkirî
PIZKÎ	pizkî	kuwiktionary	https://ku.wiktionary.org/wiki/pizkî
PIZOTDANK	pizotdank	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdank
PIZOTDANKA	pizotdanka	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdanka
PIZOTDANKAN	pizotdankan	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankan
PIZOTDANKEK	pizotdankek	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankek
PIZOTDANKEKE	pizotdankeke	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankeke
PIZOTDANKEKÊ	pizotdankekê	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankekê
PIZOTDANKIN	pizotdankin	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankin
PIZOTDANKINAN	pizotdankinan	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankinan
PIZOTDANKÊ	pizotdankê	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankê
PIZOTDANKÊN	pizotdankên	kuwiktionary	https://ku.wiktionary.org/wiki/pizotdankên
PIZPIZÊK	pizpizêk	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêk
PIZPIZÊKA	pizpizêka	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêka
PIZPIZÊKAN	pizpizêkan	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkan
PIZPIZÊKEK	pizpizêkek	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkek
PIZPIZÊKEKE	pizpizêkeke	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkeke
PIZPIZÊKEKÊ	pizpizêkekê	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkekê
PIZPIZÊKIN	pizpizêkin	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkin
PIZPIZÊKINAN	pizpizêkinan	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkinan
PIZPIZÊKINE	pizpizêkine	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkine
PIZPIZÊKÊ	pizpizêkê	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkê
PIZPIZÊKÊN	pizpizêkên	kuwiktionary	https://ku.wiktionary.org/wiki/pizpizêkên
PIZZAN	pizzan	kuwiktionary	https://ku.wiktionary.org/wiki/pizzan
PIZZANA	pizzana	kuwiktionary	https://ku.wiktionary.org/wiki/pizzana
PIZZANEK	pizzanek	kuwiktionary	https://ku.wiktionary.org/wiki/pizzanek
PIZZANEKÊ	pizzanekê	kuwiktionary	https://ku.wiktionary.org/wiki/pizzanekê
PIZZANIN	pizzanin	kuwiktionary	https://ku.wiktionary.org/wiki/pizzanin
PIZZANÊ	pizzanê	kuwiktionary	https://ku.wiktionary.org/wiki/pizzanê
PIZÊZ	pizêz	kuwiktionary	https://ku.wiktionary.org/wiki/pizêz
PIZÊZTIRÎN	pizêztirîn	kuwiktionary	https://ku.wiktionary.org/wiki/pizêztirîn
PIÇANDÎ	piçandî	kuwiktionary	https://ku.wiktionary.org/wiki/piçandî
PIÇEKÎTÎ	piçekîtî	kuwiktionary	https://ku.wiktionary.org/wiki/piçekîtî
PIÇKIRÎ	piçkirî	kuwiktionary	https://ku.wiktionary.org/wiki/piçkirî
PIÇÎN	piçîn	kuwiktionary	https://ku.wiktionary.org/wiki/piçîn
PIÇÎNA	piçîna	kuwiktionary	https://ku.wiktionary.org/wiki/piçîna
PIÇÎNAN	piçînan	kuwiktionary	https://ku.wiktionary.org/wiki/piçînan
PIÇÎNEK	piçînek	kuwiktionary	https://ku.wiktionary.org/wiki/piçînek
PIÇÎNEKE	piçîneke	kuwiktionary	https://ku.wiktionary.org/wiki/piçîneke
PIÇÎNEKÊ	piçînekê	kuwiktionary	https://ku.wiktionary.org/wiki/piçînekê
PIÇÎNIN	piçînin	kuwiktionary	https://ku.wiktionary.org/wiki/piçînin
PIÇÎNINAN	piçîninan	kuwiktionary	https://ku.wiktionary.org/wiki/piçîninan
PIÇÎNINE	piçînine	kuwiktionary	https://ku.wiktionary.org/wiki/piçînine
PIÇÎNÊ	piçînê	kuwiktionary	https://ku.wiktionary.org/wiki/piçînê
PIÇÎNÊN	piçînên	kuwiktionary	https://ku.wiktionary.org/wiki/piçînên
PIŞAFTÎ	pişaftî	kuwiktionary	https://ku.wiktionary.org/wiki/pişaftî
PIŞDER	Pişder	kuwiktionary	https://ku.wiktionary.org/wiki/Pişder
PIŞIKDARÎ	pişikdarî	kuwiktionary	https://ku.wiktionary.org/wiki/pişikdarî
PIŞIKREŞÎ BÛYÎ	pişikreşî bûyî	kuwiktionary	https://ku.wiktionary.org/wiki/pişikreşî_bûyî
PIŞKA ŞÊRÎ	pişka şêrî	kuwiktionary	https://ku.wiktionary.org/wiki/pişka_şêrî
PIŞKDARÎKIRIN	pişkdarîkirin	kuwiktionary	https://ku.wiktionary.org/wiki/pişkdarîkirin
PIŞKINYAR	pişkinyar	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinyar
PIŞKINYARA	pişkinyara	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinyara
PIŞKINYAREK	pişkinyarek	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinyarek
PIŞKINYAREKÊ	pişkinyarekê	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinyarekê
PIŞKINYARIN	pişkinyarin	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinyarin
PIŞKINYARÊ	pişkinyarê	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinyarê
PIŞKINÎN KIRIN	pişkinîn kirin	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinîn_kirin
PIŞKINÎNBAR	pişkinînbar	kuwiktionary	https://ku.wiktionary.org/wiki/pişkinînbar
PIŞKKIRINÊ	pişkkirinê	kuwiktionary	https://ku.wiktionary.org/wiki/pişkkirinê
PIŞKÊN AXIFTINÊ	pişkên axiftinê	kuwiktionary	https://ku.wiktionary.org/wiki/pişkên_axiftinê
PIŞKÛMIŞK	pişkûmişk	kuwiktionary	https://ku.wiktionary.org/wiki/pişkûmişk
PIŞPIŞÎKIRÎ	pişpişîkirî	kuwiktionary	https://ku.wiktionary.org/wiki/pişpişîkirî
PIŞQUL	pişqul	kuwiktionary	https://ku.wiktionary.org/wiki/pişqul
PIŞQULA	pişqula	kuwiktionary	https://ku.wiktionary.org/wiki/pişqula
PIŞQULAN	pişqulan	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulan
PIŞQULEK	pişqulek	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulek
PIŞQULEKE	pişquleke	kuwiktionary	https://ku.wiktionary.org/wiki/pişquleke
PIŞQULEKÊ	pişqulekê	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulekê
PIŞQULIN	pişqulin	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulin
PIŞQULINAN	pişqulinan	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulinan
PIŞQULINE	pişquline	kuwiktionary	https://ku.wiktionary.org/wiki/pişquline
PIŞQULÊ	pişqulê	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulê
PIŞQULÊN	pişqulên	kuwiktionary	https://ku.wiktionary.org/wiki/pişqulên
PIŞQUTO	pişquto	kuwiktionary	https://ku.wiktionary.org/wiki/pişquto
PIŞREŞÎ LI TE BIKEVIT	pişreşî li te bikevit	kuwiktionary	https://ku.wiktionary.org/wiki/pişreşî_li_te_bikevit
PIŞRÛG	pişrûg	kuwiktionary	https://ku.wiktionary.org/wiki/pişrûg
PIŞRÛKA HIŞK BI DEST TE NEKEVE	pişrûka hişk bi dest te nekeve	kuwiktionary	https://ku.wiktionary.org/wiki/pişrûka_hişk_bi_dest_te_nekeve
PIŞT GIRÊDAN	pişt girêdan	kuwiktionary	https://ku.wiktionary.org/wiki/pişt_girêdan
PIŞT PEZ	pişt pez	kuwiktionary	https://ku.wiktionary.org/wiki/pişt_pez
PIŞT ŞKESTÎ	pişt şkestî	kuwiktionary	https://ku.wiktionary.org/wiki/pişt_şkestî
PIŞT-	pişt-	kuwiktionary	https://ku.wiktionary.org/wiki/pişt-
PIŞTA TE BIKEVE BER TE	pişta te bikeve ber te	kuwiktionary	https://ku.wiktionary.org/wiki/pişta_te_bikeve_ber_te
PIŞTA TE BIŞIKE	pişta te bişike	kuwiktionary	https://ku.wiktionary.org/wiki/pişta_te_bişike
PIŞTA TE BIŞKÊ	pişta te bişkê	kuwiktionary	https://ku.wiktionary.org/wiki/pişta_te_bişkê
PIŞTA TE YA LI KEVRÎ	pişta te ya li kevrî	kuwiktionary	https://ku.wiktionary.org/wiki/pişta_te_ya_li_kevrî
PIŞTA XWE RAST NEKIRÎ	pişta xwe rast nekirî	kuwiktionary	https://ku.wiktionary.org/wiki/pişta_xwe_rast_nekirî
PIŞTA YEKÎ GIRTIN	pişta yekî girtin	kuwiktionary	https://ku.wiktionary.org/wiki/pişta_yekî_girtin
PIŞTBESTIN	piştbestin	kuwiktionary	https://ku.wiktionary.org/wiki/piştbestin
PIŞTBESTINA	piştbestina	kuwiktionary	https://ku.wiktionary.org/wiki/piştbestina
PIŞTBESTINEK	piştbestinek	kuwiktionary	https://ku.wiktionary.org/wiki/piştbestinek
PIŞTBESTINEKÊ	piştbestinekê	kuwiktionary	https://ku.wiktionary.org/wiki/piştbestinekê
PIŞTBESTININ	piştbestinin	kuwiktionary	https://ku.wiktionary.org/wiki/piştbestinin
PIŞTBESTINÊ	piştbestinê	kuwiktionary	https://ku.wiktionary.org/wiki/piştbestinê
PIŞTDAYÎ	piştdayî	kuwiktionary	https://ku.wiktionary.org/wiki/piştdayî
PIŞTDERÎ	piştderî	kuwiktionary	https://ku.wiktionary.org/wiki/piştderî
PIŞTEDERÎ	piştederî	kuwiktionary	https://ku.wiktionary.org/wiki/piştederî
PIŞTERO	piştero	kuwiktionary	https://ku.wiktionary.org/wiki/piştero
PIŞTERÊ	pişterê	kuwiktionary	https://ku.wiktionary.org/wiki/pişterê
PIŞTERÊBÛN	pişterêbûn	kuwiktionary	https://ku.wiktionary.org/wiki/pişterêbûn
PIŞTEVANKIRÎ	piştevankirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştevankirî
PIŞTEVANÎKIRÎ	piştevanîkirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştevanîkirî
PIŞTGERM	piştgerm	kuwiktionary	https://ku.wiktionary.org/wiki/piştgerm
PIŞTGERM BÛN	piştgerm bûn	kuwiktionary	https://ku.wiktionary.org/wiki/piştgerm_bûn
PIŞTGIRKIRÎ	piştgirkirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştgirkirî
PIŞTGIRTINBAR	piştgirtinbar	kuwiktionary	https://ku.wiktionary.org/wiki/piştgirtinbar
PIŞTGIRTINKÎ	piştgirtinkî	kuwiktionary	https://ku.wiktionary.org/wiki/piştgirtinkî
PIŞTGIRTÎ	piştgirtî	kuwiktionary	https://ku.wiktionary.org/wiki/piştgirtî
PIŞTGIRÎDAYÎ	piştgirîdayî	kuwiktionary	https://ku.wiktionary.org/wiki/piştgirîdayî
PIŞTGIRÎKIRÎ	piştgirîkirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştgirîkirî
PIŞTGUH	piştguh	kuwiktionary	https://ku.wiktionary.org/wiki/piştguh
PIŞTGUH AVÊTIN	piştguh avêtin	kuwiktionary	https://ku.wiktionary.org/wiki/piştguh_avêtin
PIŞTGUH NEKIRIN	piştguh nekirin	kuwiktionary	https://ku.wiktionary.org/wiki/piştguh_nekirin
PIŞTGUHA	piştguha	kuwiktionary	https://ku.wiktionary.org/wiki/piştguha
PIŞTGUHBÛYÎ	piştguhbûyî	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhbûyî
PIŞTGUHEK	piştguhek	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhek
PIŞTGUHEKE	piştguheke	kuwiktionary	https://ku.wiktionary.org/wiki/piştguheke
PIŞTGUHEKÊ	piştguhekê	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhekê
PIŞTGUHIN	piştguhin	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhin
PIŞTGUHNEKIRÎ	piştguhnekirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhnekirî
PIŞTGUHÊ	piştguhê	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhê
PIŞTGUHÎ	piştguhî	kuwiktionary	https://ku.wiktionary.org/wiki/piştguhî
PIŞTHATIN	pişthatin	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatin
PIŞTHATINA	pişthatina	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatina
PIŞTHATINAN	pişthatinan	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatinan
PIŞTHATINEK	pişthatinek	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatinek
PIŞTHATINEKE	pişthatineke	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatineke
PIŞTHATINEKÊ	pişthatinekê	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatinekê
PIŞTHATININ	pişthatinin	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatinin
PIŞTHATININAN	pişthatininan	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatininan
PIŞTHATINÊ	pişthatinê	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatinê
PIŞTHATINÊN	pişthatinên	kuwiktionary	https://ku.wiktionary.org/wiki/pişthatinên
PIŞTKIRÎ	piştkirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştkirî
PIŞTKOVKIRÎ	piştkovkirî	kuwiktionary	https://ku.wiktionary.org/wiki/piştkovkirî
PIŞTKÎ	piştkî	kuwiktionary	https://ku.wiktionary.org/wiki/piştkî
PIŞTMÊRANE	piştmêrane	kuwiktionary	https://ku.wiktionary.org/wiki/piştmêrane
PIŞTNEDAN	piştnedan	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedan
PIŞTNEDANA	piştnedana	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedana
PIŞTNEDANEK	piştnedanek	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedanek
PIŞTNEDANEKE	piştnedaneke	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedaneke
PIŞTNEDANEKÊ	piştnedanekê	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedanekê
PIŞTNEDANIN	piştnedanin	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedanin
PIŞTNEDANINAN	piştnedaninan	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedaninan
PIŞTNEDANÊ	piştnedanê	kuwiktionary	https://ku.wiktionary.org/wiki/piştnedanê
PIŞTNEGIRTÎ	piştnegirtî	kuwiktionary	https://ku.wiktionary.org/wiki/piştnegirtî
PIŞTPEZ	piştpez	kuwiktionary	https://ku.wiktionary.org/wiki/piştpez
PIŞTRAST BÛN	piştrast bûn	kuwiktionary	https://ku.wiktionary.org/wiki/piştrast_bûn
PIŞTRASTKIRINBAR	piştrastkirinbar	kuwiktionary	https://ku.wiktionary.org/wiki/piştrastkirinbar
PIŞTSTÛGIR	piştstûgir	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgir
PIŞTSTÛGIRA	piştstûgira	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgira
PIŞTSTÛGIRAN	piştstûgiran	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgiran
PIŞTSTÛGIREK	piştstûgirek	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgirek
PIŞTSTÛGIREKE	piştstûgireke	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgireke
PIŞTSTÛGIREKÊ	piştstûgirekê	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgirekê
PIŞTSTÛGIRIN	piştstûgirin	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgirin
PIŞTSTÛGIRINAN	piştstûgirinan	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgirinan
PIŞTSTÛGIRÊ	piştstûgirê	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgirê
PIŞTSTÛGIRÊN	piştstûgirên	kuwiktionary	https://ku.wiktionary.org/wiki/piştstûgirên
PIŞTÊ ŞERÊ XWEŞMÊR ZAFIN	piştê şerê xweşmêr zafin	kuwiktionary	https://ku.wiktionary.org/wiki/piştê_şerê_xweşmêr_zafin
PIŞTÎ HEFT YARA BÛ BÛK	piştî heft yara bû bûk	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_heft_yara_bû_bûk
PIŞTÎ HFT ZAROKAN ÇAVA KILDIDÊ	piştî hft zarokan çava kildidê	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_hft_zarokan_çava_kildidê
PIŞTÎ TENGASI YÊ FEREHI YE	piştî tengasi yê ferehi ye	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_tengasi_yê_ferehi_ye
PIŞTÎ TIRR KIR KÛN QURMIÇAND	piştî tirr kir kûn qurmiçand	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_tirr_kir_kûn_qurmiçand
PIŞTÎ TIRRÊ QURMIÇANDIN FAYDE NAKE	piştî tirrê qurmiçandin fayde nake	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_tirrê_qurmiçandin_fayde_nake
PIŞTÎ ZAYÎNÊ	piştî Zayînê	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_Zayînê
PIŞTÎ ÇAX Û WEXTA XWE GUHAREK XISTÎ GUHÊ XWE	piştî çax û wexta xwe guharek xistî guhê xwe	kuwiktionary	https://ku.wiktionary.org/wiki/piştî_çax_û_wexta_xwe_guharek_xistî_guhê_xwe
PIŞTÎBER	piştîber	kuwiktionary	https://ku.wiktionary.org/wiki/piştîber
